     1    	-1.18807080E-03 	1
     2    	-1.23674686E-03 	1
     3    	-1.22211782E-03 	1
     4    	-1.17864190E-03 	1
     5    	-1.02357338E-03 	1
     6    	-1.02857924E-03 	1
     7    	-5.09908679E-04 	1
     8    	-1.06031760E-03 	1
     9    	-6.61697165E-04 	1
    10    	-9.68359901E-04 	1
    11    	-1.24347856E-03 	1
    12    	-4.16785319E-04 	1
    13    	-1.10187341E-03 	1
    14    	-4.86627839E-04 	1
    15    	-5.11634504E-04 	1
    16    	-7.63278043E-04 	1
    17    	-3.98704622E-04 	1
    18    	-6.79583585E-04 	1
    19    	-4.44877748E-04 	1
    20    	-4.24294118E-04 	1
    21    	-5.09520125E-04 	1
    22    	-3.82932581E-04 	1
    23    	-4.90662321E-04 	1
    24    	-4.31025810E-04 	1
    25    	-4.05824868E-04 	1
    26    	-4.44683471E-04 	1
    27    	-3.68303536E-04 	1
    28    	-4.39871882E-04 	1
    29    	-4.28717154E-04 	1
    30    	-3.89081443E-04 	1
    31    	-4.26797051E-04 	1
    32    	-3.66383433E-04 	1
    33    	-4.33334466E-04 	1
    34    	-4.15253770E-04 	1
    35    	-3.71583576E-04 	1
    36    	-4.15059493E-04 	1
    37    	-3.50611393E-04 	1
    38    	-4.14670939E-04 	1
    39    	-4.07939247E-04 	1
    40    	-3.57148808E-04 	1
    41    	-4.05824868E-04 	1
    42    	-3.43296870E-04 	1
    43    	-4.03710488E-04 	1
    44    	-3.93893032E-04 	1
    45    	-3.43102593E-04 	1
    46    	-3.91584376E-04 	1
    47    	-3.39262388E-04 	1
    48    	-3.84464130E-04 	1
    49    	-3.84852684E-04 	1
    50    	-3.29250655E-04 	1
    51    	-3.82544028E-04 	1
    52    	-3.34450799E-04 	1
    53    	-3.68692090E-04 	1
    54    	-3.75812335E-04 	1
    55    	-3.13284338E-04 	1
    56    	-3.75229505E-04 	1
    57    	-3.31947865E-04 	1
    58    	-3.54840152E-04 	1
    59    	-3.61571844E-04 	1
    60    	-3.06552646E-04 	1
    61    	-3.66966264E-04 	1
    62    	-3.27719106E-04 	1
    63    	-3.36759455E-04 	1
    64    	-3.56954531E-04 	1
    65    	-2.94815088E-04 	1
    66    	-3.52531495E-04 	1
    67    	-3.31559312E-04 	1
    68    	-3.22518963E-04 	1
    69    	-3.45216973E-04 	1
    70    	-2.85191909E-04 	1
    71    	-3.48108460E-04 	1
    72    	-3.29639209E-04 	1
    73    	-3.08278472E-04 	1
    74    	-3.36176624E-04 	1
    75    	-2.83466083E-04 	1
    76    	-3.36759455E-04 	1
    77    	-3.25216173E-04 	1
    78    	-2.99626677E-04 	1
    79    	-3.34256522E-04 	1
    80    	-2.72117078E-04 	1
    81    	-3.33479414E-04 	1
    82    	-3.22907517E-04 	1
    83    	-2.83466083E-04 	1
    84    	-3.22324687E-04 	1
    85    	-2.65191109E-04 	1
    86    	-3.27330553E-04 	1
    87    	-3.11558512E-04 	1
    88    	-2.78460217E-04 	1
    89    	-3.15592994E-04 	1
    90    	-2.57488033E-04 	1
    91    	-3.15787271E-04 	1
    92    	-3.11169959E-04 	1
    93    	-2.62493899E-04 	1
    94    	-3.08861302E-04 	1
    95    	-2.55373653E-04 	1
    96    	-3.08472749E-04 	1
    97    	-3.00015231E-04 	1
    98    	-2.51144894E-04 	1
    99    	-3.04049713E-04 	1
   100    	-2.55762207E-04 	1
   101    	-2.90197775E-04 	1
   102    	-2.92117878E-04 	1
   103    	-2.41910269E-04 	1
   104    	-2.92894985E-04 	1
   105    	-2.53647828E-04 	1
   106    	-2.79043047E-04 	1
   107    	-2.87694842E-04 	1
   108    	-2.37681510E-04 	1
   109    	-2.85774739E-04 	1
   110    	-2.53842104E-04 	1
   111    	-2.71339971E-04 	1
   112    	-2.74037181E-04 	1
   113    	-2.26332505E-04 	1
   114    	-2.80768873E-04 	1
   115    	-2.53064997E-04 	1
   116    	-2.54036381E-04 	1
   117    	-2.73454350E-04 	1
   118    	-2.26332505E-04 	1
   119    	-2.72311355E-04 	1
   120    	-2.53453551E-04 	1
   121    	-2.51144894E-04 	1
   122    	-2.62688176E-04 	1
   123    	-2.16515050E-04 	1
   124    	-2.67305489E-04 	1
   125    	-2.53064997E-04 	1
   126    	-2.32675644E-04 	1
   127    	-2.53453551E-04 	1
   128    	-2.14400670E-04 	1
   129    	-2.64608279E-04 	1
   130    	-2.51144894E-04 	1
   131    	-2.23635295E-04 	1
   132    	-2.53647828E-04 	1
   133    	-2.05554599E-04 	1
   134    	-2.55956484E-04 	1
   135    	-2.46333305E-04 	1
   136    	-2.18629429E-04 	1
   137    	-2.44218925E-04 	1
   138    	-2.09783358E-04 	1
   139    	-2.49030515E-04 	1
   140    	-2.44413202E-04 	1
   141    	-2.05360322E-04 	1
   142    	-2.44024649E-04 	1
   143    	-1.98240076E-04 	1
   144    	-2.42104546E-04 	1
   145    	-2.37875787E-04 	1
   146    	-2.02274558E-04 	1
   147    	-2.39601613E-04 	1
   148    	-1.93622763E-04 	1
   149    	-2.32092813E-04 	1
   150    	-2.34604489E-03 	1
   151    	-2.22329755E-03 	1
   152    	-2.34595747E-04 	1
   153    	-2.02274558E-04 	1
   154    	-2.26138229E-04 	1
   155    	-2.32287090E-04 	1
   156    	-1.86502518E-04 	1
   157    	-2.33258474E-04 	1
   158    	-2.00160179E-04 	1
   159    	-2.16126496E-04 	1
   160    	-2.23829572E-04 	1
   161    	-1.95542866E-04 	1
   162    	-2.20938086E-04 	1
   163    	-1.95737143E-04 	1
   164    	-2.09783358E-04 	1
   165    	-2.18823706E-04 	1
   166    	-1.95737143E-04 	1
   167    	-2.20938086E-04 	1
   168    	-2.00743009E-04 	1
   169    	-2.00743009E-04 	1
   170    	-2.16515050E-04 	1
   171    	-2.11897737E-04 	1
   172    	-2.14594947E-04 	1
   173    	-2.03051665E-04 	1
   174    	-1.97851522E-04 	1
   175    	-2.09394804E-04 	1
   176    	-2.28058331E-04 	1
   177    	-2.14206393E-04 	1
   178    	-2.04971768E-04 	1
   179    	-2.09589081E-04 	1
   180    	-2.00937286E-04 	1
   181    	-1.81496651E-04 	1
